status,gasInStorage,full,trend,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,Name,Country,Type,operator,Year,Month,Day,Date,Week,LastUpdateTime
C,1.0926,41.25,0,0,0,2.6486,288.93,240.78,UGS Holford (Post-Brexit),United Kingdom,ASF,Uniper Energy Storage Ltd (Post-Brexit),2025,7,2,7/2/2025,27,8/2/2025
C,3.4229,69.77,0.64,32.07,0,4.9061,57.51,84.76,UGS Damborice,Czechia,DSR,MND Gas Storage,2025,7,2,7/2/2025,27,8/2/2025
C,11.5033,58.99,0.83,162.71,0,19.4989,165.6,177.87,UGS Haidach (SEFE Storage),Austria,DSR,SEFE Storage,2025,7,2,7/2/2025,27,8/2/2025
C,1.0917,2.44,0.09,40.88,0,44.6763,352.62,542.5,UGS Rehden,Germany,DSR,SEFE Storage (Germany),2025,7,2,7/2/2025,27,8/2/2025
C,19.9273,41.87,0.3,142.28,0,47.5929,348.93,535,"VGS MFGT (Pusztaederics, Zsana-Nord, Kardoskút-Pusztaszolos, Hajdúszoboszló)",Hungary,DSR,HGS (9),2025,7,2,7/2/2025,27,8/2/2025
C,0.6471,64.77,0.78,7.73,0,0.999,10.66,32.76,UGS Rüdersdorf H,Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,0.8504,40.93,0,0,0,2.0779,54,94.5,UGS Etzel EnBW (VGS),Germany,ASF,EnBW Etzel Speicher,2025,7,2,7/2/2025,27,8/2/2025
C,1.0882,72.98,0.56,8.23,0,1.491,55.3,46.78,UGS Etzel ESE (MET),Germany,ASF,MET Speicher,2025,7,2,7/2/2025,27,8/2/2025
C,2.1934,55.67,0.42,16.75,0,3.94,86.04,244.32,UGS Peckensen,Germany,ASF,Storengy Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,6.4291,67.9,0.56,52.54,0,9.468,274.8,357.24,UGS Bierwang,Germany,DSR,Uniper Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,8.9223,74.55,0.08,15.92,6,11.9689,95.75,664.94,"VGS SALINE (Tersanne, Etrez, Manosque)",France,ASR,Storengy,2025,7,2,7/2/2025,27,8/2/2025
C,6.2913,63.72,0.59,58.51,0,9.874,90.96,108.96,UGS Uelsen,Germany,DSR,Storengy Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,5.5343,57.84,1.19,114.11,0,9.568,164.8,253.33,UGS Jemgum H (SEFE Storage),Germany,ASF,SEFE Storage (Germany),2025,7,2,7/2/2025,27,8/2/2025
C,0.5388,100.72,0,0,0,0.535,10.7,12.84,UGS Balaceanca ,Romania,DSR,Depogaz Ploie?ti,2025,7,2,7/2/2025,27,8/2/2025
C,1.1955,74.26,0.43,7.01,0,1.61,25.3,50.59,UGS Reckrod,Germany,ASF,MET Speicher,2025,7,2,7/2/2025,27,8/2/2025
C,1.1115,69.19,0.78,12.46,0,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,2.4032,72.82,0.48,15.99,0,3.3,24.44,44,UGS Cornegliano,Italy,DSR,IGS (7),2025,7,2,7/2/2025,27,8/2/2025
C,2.5544,81.45,1.39,44.86,1.3,3.1362,39.98,141.12,UGS EWE-Zone L,Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,26.666,44.94,0.18,107.67,0,59.3385,448.75,732.8,UGS Norg (Langelo) L-gas,Netherlands,DSR,NAM,2025,7,2,7/2/2025,27,8/2/2025
C,1.523,64.81,0.72,16.94,0,2.35,32.74,49.03,VGS Zone MND ESG (UGS Stockstadt + UGS Haehnlein),Germany,ASR,MND Energy Storage Germany,2025,7,2,7/2/2025,27,8/2/2025
C,2.4074,90,0,0,0,2.675,21.4,21.4,UGS Ghercesti,Romania,DSR,Depogaz Ploie?ti,2025,7,2,7/2/2025,27,8/2/2025
C,0.4014,14.26,0,0,0,2.815,89,15,UGS Humbly Grove (Post-Brexit),United Kingdom,DSR,Humbly Grove Energy (Post-Brexit),2025,7,2,7/2/2025,27,8/2/2025
C,13.8364,90.4,0.17,25.64,0,15.3065,331.2,469.2,UGS Epe Uniper H-Gas,Germany,ASF,Uniper Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,25.0959,69.36,0.09,34.25,0,36.184,336.12,374.52,"RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach)",Austria,DSR,RAG Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,37.2551,11.57,0.22,615.36,1.8,322.0583,2403.8,1106.9,VGS Ukraine (all storage facilities),Ukraine,DSR,Ukrtransgaz,2025,7,2,7/2/2025,27,8/2/2025
C,1.2063,67.48,0.39,6.96,0,1.7875,24.84,49.68,UGS Nüttermoor H-2,Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,4.3655,37.9,0.01,0.63,0,11.5176,69.3,144.14,UGS Breitbrunn,Germany,DSR,Uniper Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,28.0661,56.53,0.4,202.5,0,49.6515,409.65,463.34,UGS Bergermeer,Netherlands,DSR,TAQA Gas Storage,2025,7,2,7/2/2025,27,8/2/2025
C,4.3344,45.01,0.1,9.86,0,9.63,69.55,80.25,UGS Sarma?el ,Romania,DSR,Depogaz Ploie?ti,2025,7,2,7/2/2025,27,8/2/2025
C,1.3893,40.96,0.42,14.21,0,3.3917,55.2,69,UGS Jemgum H (EWE),Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,0.6612,18.54,0.44,15.82,0.2,3.5672,53.83,124.2,EWE H-Gas Zone,Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,0.8153,65.5,0.09,1.1,0,1.2448,29.23,46.98,UGS Etzel ESE (VGS),Germany,ASF,VNG Gasspeicher GmbH (6),2025,7,2,7/2/2025,27,8/2/2025
C,0.0001,0,0,0,0,5,40,360,UGS Alkmaar,Netherlands,DSR,TAQA Piek Gas,2025,7,2,7/2/2025,27,8/2/2025
C,0.0215,20.55,0,2.73,0,0.1047,6.68,8.84,UGS Skallen,Sweden,SRC,Swedegas,2025,7,2,7/2/2025,27,8/2/2025
C,13.94,63.24,0.67,148.5,0,22.0423,346.79,507.25,"VGS Storage Hub (Bernburg, Bad Lauchstädt)",Germany,GRP,VNG Gasspeicher GmbH (6),2025,7,2,7/2/2025,27,8/2/2025
C,2.3974,64.72,0.48,18.32,0,3.7044,60,98,UGS Uhrice,Czechia,DSR,MND Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,11.7573,65.96,0.22,39.22,0,17.825,148.54,222.81,UGS 7 Fields (Uniper Energy Storage) - AT,Austria,DSR,Uniper Energy Storage (AT),2025,7,2,7/2/2025,27,8/2/2025
C,1.7691,70.24,0,0,0,2.5184,41.04,82.08,UGS Nüttermoor H-3,Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,0.4772,25.62,0.87,16.24,0,1.8625,24.84,41.4,UGS Nüttermoor H-5,Germany,ASF,EWE Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,8.5465,59.92,0.51,72.52,0,14.2636,107.52,158.4,UGS Wierzchowice,Poland,DSR,GSP,2025,7,2,7/2/2025,27,8/2/2025
C,6.8055,61.49,0.12,13.1,0,11.0683,436.25,403.68,UGS Etzel ESE (Uniper Energy Storage),Germany,ASF,Uniper Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,22.0493,65.02,0.07,50.68,26.8,33.9118,300.13,580.01,VGS Lussagnet (TERÉGA),France,ASR,Teréga,2025,7,2,7/2/2025,27,8/2/2025
C,6.8867,81.89,0.57,47.66,0,8.41,88.14,169.66,UGS Loenhout,Belgium,ASR,Fluxys,2025,7,2,7/2/2025,27,8/2/2025
C,1.4043,71.81,0.77,15.14,0,1.9557,54,94.5,UGS Etzel EDF (VGS),Germany,ASF,EDF Gas Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,4.7817,77.35,0.51,31.39,0,6.1822,104.93,328.61,INNEXPOOL-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,2,7/2/2025,27,8/2/2025
C,1.3592,58.63,1.15,26.59,0,2.3184,48.38,80.64,UGS Kraak,Germany,ASF,HanseWerk,2025,7,2,7/2/2025,27,8/2/2025
C,4.7645,45.01,0.05,4.8,0,10.5859,158.41,276.45,UGS Etzel Erdgas Lager EGL,Germany,ASF,Uniper Energy Storage,2025,7,2,7/2/2025,27,8/2/2025
C,16.4232,80.51,0.08,16.8,0,20.3979,134.61,263.9,UGS Szöreg-1,Hungary,DSR,HEXUM,2025,7,2,7/2/2025,27,8/2/2025
C,26.5918,74.21,0.06,22.15,0,35.8318,143.34,208.96,"VGS Enagás Basic Underground Storage (Serrablo, Yela, Gaviota, Marismas)",Spain,DSR,Enagás GTS,2025,7,2,7/2/2025,27,8/2/2025
C,7.2849,75.94,-0.09,0,8.6,9.593,133.7,307.56,"VGS GIM Kawerna (Kosakowo, Mogilno)",Poland,ASF,GSP,2025,7,2,7/2/2025,27,8/2/2025
C,29.8042,66.4,0.43,235.7,42.3,44.8833,374.03,680.41,"VGS SERENE ATLANTIQUE ((Chéméry, Céré-la-Ronde, Soings-en-Sologne)",France,ASF,Storengy,2025,7,2,7/2/2025,27,8/2/2025
C,1.7863,88.42,0.07,1.49,0,2.0203,41.04,109.44,UGS Epe (MET Epe Speicher),Germany,ASF,MET Epe Speicher,2025,7,2,7/2/2025,27,8/2/2025
C,7.6579,61.49,0.64,79.28,0,12.4532,117.79,129.35,"VGS GIM Sanok (Brzeznica, Husow, Strachocina, Swarzow)",Poland,DSR,GSP,2025,7,2,7/2/2025,27,8/2/2025
C,5.4293,49.33,0.02,1.8,0,11.0062,79,95.53,"VGS STOGIT Adriatica (Collalto, Cellino, San Potito & Cotignola) (7)",Italy,GRP,Stogit Adriatica (SNAM),2025,7,2,7/2/2025,27,8/2/2025
C,3.0582,43.66,0.45,31.16,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,2,7/2/2025,27,8/2/2025
C,2.1464,35.87,1.07,64,0,5.9844,51.15,166.23,VGS SEDIANE B (Gournay-sur-Aronde),France,ASF,Storengy,2025,7,2,7/2/2025,27,8/2/2025
C,13.3327,55.9,0.31,74.64,0,23.85,154.06,620.2,UGS Grijpskerk L-gas,Netherlands,DSR,NAM,2025,7,2,7/2/2025,27,8/2/2025
E,1.0669,24.25,0,0,0,4.4,300,280,UGS Stublach (Post-Brexit),United Kingdom,ASF,Storengy UK (Post-Brexit),2025,7,2,7/2/2025,27,8/2/2025
C,17.1121,63.92,0.18,48.73,0,26.771,213.34,308.31,VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf),Austria,DSR,OMV Gas Storage,2025,7,2,7/2/2025,27,8/2/2025
C,1.5998,23.03,0.41,31.16,2.5,6.947,72.66,72.66,UGS Lab IV - Pozagas,Slovakia,DSR,Pozagas,2025,7,2,7/2/2025,27,8/2/2025
C,11.2369,45.19,0.08,23.14,0,24.8653,129,74,UGS Incukalns,Latvia,ASR,AS Conexus Baltic Grid,2025,7,2,7/2/2025,27,8/2/2025
C,2.8433,57.67,0.46,22.59,0,4.93,71.76,118.32,UGS Etzel ESE (OMV),Germany,ASF,OMV Gas Storage Germany,2025,7,2,7/2/2025,27,8/2/2025
C,1.9347,61.33,0.39,12.24,0,3.1546,15.5,0,UGS Târgu Mures,Romania,DSR,Depomures,2025,7,2,7/2/2025,27,8/2/2025
C,0.2843,48.86,0.96,5.57,0,0.5819,11.38,27.12,UGS Kiel-Rönne,Germany,ASF,SWKiel Speicher,2025,7,2,7/2/2025,27,8/2/2025
C,1.7588,81.55,0,0,0,2.1568,210.67,361.15,UGS Etzel EGL (Equinor Storage Deutschland),Germany,ASF,Equinor Storage Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,11.2727,75.35,0.08,51.77,40.3,14.9611,124.68,195.41,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",France,ASF,Storengy,2025,7,2,7/2/2025,27,8/2/2025
C,2.6562,55.66,0.64,31.18,0,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,2,7/2/2025,27,8/2/2025
C,1.2632,88.01,-0.01,0,0,1.4352,46.8,93.6,UGS Enschede - Epe (Eneco),Germany,ASF,Eneco Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,7.3884,52.71,0.6,83.6,0,14.017,107,149.8,UGS Bilciuresti,Romania,DSR,Depogaz Ploie?ti,2025,7,2,7/2/2025,27,8/2/2025
C,0.5123,28.7,0.63,11.17,0,1.785,11.04,34.32,UGS Schmidhausen,Germany,DSR,Storengy Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,0.0781,31.25,0,0,0,0.25,12,12,"VSP NORD (Rehden, Jemgum)",Germany,DSR,SEFE Storage (Germany),2025,7,2,7/2/2025,27,8/2/2025
C,1.877,83.46,0.61,13.8,0,2.249,19.7,73.92,UGS Ronnenberg-Empelde,Germany,ASF,enercity,2025,7,2,7/2/2025,27,8/2/2025
C,0.0329,1.16,0,0,0,2.8303,57.96,84.19,UGS Nüttermoor H-4,Netherlands,ASF,EWE Gasspeicher (NL) (5) (8),2025,7,2,7/2/2025,27,8/2/2025
C,15.0428,53.3,0.41,145.43,29.4,28.2242,338.3,418.9,UGS Láb (incl. Gajary baden),Slovakia,DSR,Nafta,2025,7,2,7/2/2025,27,8/2/2025
C,4.9174,75.97,0.69,44.35,0,6.4729,85.48,179.23,UGS STASSFURT-RWEGSWEST,Germany,ASF,RWE Gas Storage West,2025,7,2,7/2/2025,27,8/2/2025
C,0.7077,41.63,0.44,7.53,0,1.7,31.68,58.08,UGS Lesum,Germany,ASF,Storengy Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,1.7767,49.82,0.12,25.99,21.7,3.5664,312.41,435.46,UGS EnergyStock,Netherlands,ASF,EnergyStock,2025,7,2,7/2/2025,27,8/2/2025
C,2.3712,61.56,0.43,16.43,0,3.852,32.1,48.15,UGS Urziceni,Romania,DSR,Depogaz Ploie?ti,2025,7,2,7/2/2025,27,8/2/2025
C,3.2744,33.45,0.48,47.37,0,9.79,90.72,180,"VGS GSD Gas Storage (Lille Torup, Stenlille)",Denmark,ASF,GSD,2025,7,2,7/2/2025,27,8/2/2025
C,0,0,0,0,0,0.9677,6.45,16.13,UGS Frankenthal,Germany,ASR,Enovos Storage,2025,7,2,7/2/2025,27,8/2/2025
C,1.3552,63.17,0.67,15.44,0,2.1452,48.39,96.78,UGS Epe-L-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,2,7/2/2025,27,8/2/2025
C,3.4034,53.77,-0.18,21.49,0,6.3291,137.88,275.76,UGS Katharina,Germany,ASF,Erdgasspeicher Peissen,2025,7,2,7/2/2025,27,8/2/2025
E,0.2544,6.22,0,0,0,4.088,37.63,91.39,UGS Wolfersberg,Germany,DSR,bayernugs,2025,7,2,7/2/2025,27,8/2/2025
C,18.3209,59.68,0.46,145.42,4.4,30.7,333.5,443,"VGS GSCZ (Háje, Tranovice, Štramberk, Tvrdonice, Dolni Dunajovice, Lobodice)",Czechia,DSR,Gas Storage CZ,2025,7,2,7/2/2025,27,8/2/2025
C,9.7222,69.38,0.35,49.25,0.3,14.0136,156.36,270.26,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",France,ASF,Storengy,2025,7,2,7/2/2025,27,8/2/2025
C,3.4845,97.61,0,0,0,3.57,15,53.55,UGS Carriço,Portugal,ASF,REN Armazenagem,2025,7,2,7/2/2025,27,8/2/2025
C,2.4596,90.68,0.3,9.05,0,2.7123,84.97,141.61,UGS Enschede - Epe (Nuon),Germany,DSR,NUON Epe Gasspeicher,2025,7,2,7/2/2025,27,8/2/2025
C,137.6573,73.14,0.23,451.06,1.7,188.2185,1601.63,2783.07,"VGS STOGIT (Fiume Treste, Bordolano, Sabbioncello, Minerbio, Sergnano, Ripalta, Cortemaggiore, Brugherio, Settala)",Italy,DSR,Stogit (7),2025,7,2,7/2/2025,27,8/2/2025
C,0.2405,26.42,1.05,9.61,0,0.9102,10.8,13.32,"TEP Storage Hub (Allmenhausen, Kirchheiligen)",Germany,DSR,TEP,2025,7,2,7/2/2025,27,8/2/2025
C,2.0464,97.25,0.28,5.85,0,2.1041,83.23,166.46,UGS Epe Trianel,Germany,ASF,Trianel Gasspeicher Epe,2025,7,2,7/2/2025,27,8/2/2025
C,1.1491,23.93,-0.01,0,0.5,4.8025,43.35,61.2,UGS Inzenham-West,Germany,DSR,NAFTA Speicher Inzenham,2025,7,2,7/2/2025,27,8/2/2025
C,1.2946,75.01,0.57,1.22,0,1.7259,47.72,119.3,UGS Epe-NL-RWEGSWEST,Germany,ASF,RWE Gas Storage West,2025,7,2,7/2/2025,27,8/2/2025
C,9.8227,92.76,0.18,19.11,0,10.5888,122.04,216.96,UGS Etzel EKB,Germany,ASF,EKB,2025,7,2,7/2/2025,27,8/2/2025
C,5.6204,80.94,0.03,2.28,0,6.9439,73.43,95.58,UGS Dolni Bojanovice,Czechia,DSR,SPP Storage,2025,7,2,7/2/2025,27,8/2/2025
C,0.7313,58.98,1.65,20.4,0,1.24,27.6,82.56,UGS Harsefeld,Germany,ASF,Storengy Deutschland,2025,7,2,7/2/2025,27,8/2/2025
C,1.4045,41.41,0.45,15.11,0,3.3917,55.2,69,UGS Jemgum H (EWE),Germany,ASF,EWE Gasspeicher,2025,7,3,7/3/2025,27,8/2/2025
C,2.4074,90,0,0,0,2.675,21.4,21.4,UGS Ghercesti,Romania,DSR,Depogaz Ploie?ti,2025,7,3,7/3/2025,27,8/2/2025
C,5.4323,49.36,0.03,2.97,0,11.0062,79,95.53,"VGS STOGIT Adriatica (Collalto, Cellino, San Potito & Cotignola) (7)",Italy,GRP,Stogit Adriatica (SNAM),2025,7,3,7/3/2025,27,8/2/2025
C,1.4483,74.05,2.25,43.97,0,1.9557,54,94.5,UGS Etzel EDF (VGS),Germany,ASF,EDF Gas Deutschland,2025,7,3,7/3/2025,27,8/2/2025
C,1.7691,70.24,0,0,0,2.5184,41.04,82.08,UGS Nüttermoor H-3,Germany,ASF,EWE Gasspeicher,2025,7,3,7/3/2025,27,8/2/2025
C,1.6219,23.35,0.32,24.66,2.5,6.947,72.66,72.66,UGS Lab IV - Pozagas,Slovakia,DSR,Pozagas,2025,7,3,7/3/2025,27,8/2/2025
C,9.8166,92.71,-0.06,5.83,11.9,10.5888,122.04,216.96,UGS Etzel EKB,Germany,ASF,EKB,2025,7,3,7/3/2025,27,8/2/2025
C,4.8061,77.74,0.39,24.44,0,6.1822,104.93,328.61,INNEXPOOL-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,3,7/3/2025,27,8/2/2025
C,15.173,53.76,0.46,151.34,21.1,28.2242,338.3,418.9,UGS Láb (incl. Gajary baden),Slovakia,DSR,Nafta,2025,7,3,7/3/2025,27,8/2/2025
C,0.0329,1.16,0,0,0,2.8303,57.96,84.19,UGS Nüttermoor H-4,Netherlands,ASF,EWE Gasspeicher (NL) (5) (8),2025,7,3,7/3/2025,27,8/2/2025
C,1.7318,48.56,-1.26,20.24,65.2,3.5664,312.41,435.46,UGS EnergyStock,Netherlands,ASF,EnergyStock,2025,7,3,7/3/2025,27,8/2/2025
C,1.2631,88.01,-0.01,3.2,3.3,1.4352,46.8,93.6,UGS Enschede - Epe (Eneco),Germany,ASF,Eneco Gasspeicher,2025,7,3,7/3/2025,27,8/2/2025
C,26.8,45.16,0.23,134,0,59.3385,448.75,732.8,UGS Norg (Langelo) L-gas,Netherlands,DSR,NAM,2025,7,3,7/3/2025,27,8/2/2025
E,0.0001,0,0,0,0,5,40,360,UGS Alkmaar,Netherlands,DSR,TAQA Piek Gas,2025,7,3,7/3/2025,27,8/2/2025
C,2.4131,65.14,0.42,16.15,0,3.7044,60,98,UGS Uhrice,Czechia,DSR,MND Energy Storage,2025,7,3,7/3/2025,27,8/2/2025
C,6.9246,82.34,0.45,37.95,0,8.41,88.14,169.66,UGS Loenhout,Belgium,ASR,Fluxys,2025,7,3,7/3/2025,27,8/2/2025
C,0.8483,40.83,-0.1,0,0,2.0779,54,94.5,UGS Etzel EnBW (VGS),Germany,ASF,EnBW Etzel Speicher,2025,7,3,7/3/2025,27,8/2/2025
C,1.8869,83.9,0.44,9.87,0,2.249,19.7,73.92,UGS Ronnenberg-Empelde,Germany,ASF,enercity,2025,7,3,7/3/2025,27,8/2/2025
C,0.6488,64.95,0.17,1.77,0,0.999,10.66,32.76,UGS Rüdersdorf H,Germany,ASF,EWE Gasspeicher,2025,7,3,7/3/2025,27,8/2/2025
C,3.4169,53.99,0.21,13.46,0,6.3291,137.88,275.76,UGS Katharina,Germany,ASF,Erdgasspeicher Peissen,2025,7,3,7/3/2025,27,8/2/2025
C,20.0721,42.17,0.3,144.76,0,47.5929,348.93,535,"VGS MFGT (Pusztaederics, Zsana-Nord, Kardoskút-Pusztaszolos, Hajdúszoboszló)",Hungary,DSR,HGS (9),2025,7,3,7/3/2025,27,8/2/2025
C,0.7499,60.47,1.5,18.54,0,1.24,27.6,82.56,UGS Harsefeld,Germany,ASF,Storengy Deutschland,2025,7,3,7/3/2025,27,8/2/2025
C,1.0899,2.44,0,0,1.8,44.6763,352.62,542.5,UGS Rehden,Germany,DSR,SEFE Storage (Germany),2025,7,3,7/3/2025,27,8/2/2025
C,1.2242,68.49,1,17.94,0,1.7875,24.84,49.68,UGS Nüttermoor H-2,Germany,ASF,EWE Gasspeicher,2025,7,3,7/3/2025,27,8/2/2025
C,13.4381,56.34,0.44,105.37,0,23.85,154.06,620.2,UGS Grijpskerk L-gas,Netherlands,DSR,NAM,2025,7,3,7/3/2025,27,8/2/2025
C,28.2399,56.88,0.35,173.78,0,49.6515,409.2,463.6,UGS Bergermeer,Netherlands,DSR,TAQA Gas Storage,2025,7,3,7/3/2025,27,8/2/2025
C,2.4208,73.36,0.53,17.79,0,3.3,24.44,44,UGS Cornegliano,Italy,DSR,IGS (7),2025,7,3,7/3/2025,27,8/2/2025
C,26.6137,74.27,0.06,22.52,0,35.8318,143.34,208.96,"VGS Enagás Basic Underground Storage (Serrablo, Yela, Gaviota, Marismas)",Spain,DSR,Enagás GTS,2025,7,3,7/3/2025,27,8/2/2025
C,138.0172,73.33,0.19,365.85,1.8,188.2185,1601.63,2783.07,"VGS STOGIT (Fiume Treste, Bordolano, Sabbioncello, Minerbio, Sergnano, Ripalta, Cortemaggiore, Brugherio, Settala)",Italy,DSR,Stogit (7),2025,7,3,7/3/2025,27,8/2/2025
C,18.498,60.25,0.58,179.59,2.6,30.7,333.5,443,"VGS GSCZ (Háje, Tranovice, Štramberk, Tvrdonice, Dolni Dunajovice, Lobodice)",Czechia,DSR,Gas Storage CZ,2025,7,3,7/3/2025,27,8/2/2025
C,2.6858,56.28,0.62,30.19,0,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,3,7/3/2025,27,8/2/2025
C,16.443,80.61,0.1,19.8,0,20.3979,134.61,263.9,UGS Szöreg-1,Hungary,DSR,HEXUM,2025,7,3,7/3/2025,27,8/2/2025
C,2.5895,82.57,1.12,35.1,0,3.1362,39.98,141.12,UGS EWE-Zone L,Germany,ASF,EWE Gasspeicher,2025,7,3,7/3/2025,27,8/2/2025
C,1.7588,81.55,0,0,0,2.1568,210.67,361.15,UGS Etzel EGL (Equinor Storage Deutschland),Germany,ASF,Equinor Storage Deutschland,2025,7,3,7/3/2025,27,8/2/2025
C,3.0893,44.11,0.44,31.15,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,3,7/3/2025,27,8/2/2025
C,14.0813,63.87,0.64,142.07,0.7,22.046,346.79,507.25,"VGS Storage Hub (Bernburg, Bad Lauchstädt)",Germany,GRP,VNG Gasspeicher GmbH (6),2025,7,3,7/3/2025,27,8/2/2025
E,11.2601,45.28,0.09,23.14,0,24.8653,129,74,UGS Incukalns,Latvia,ASR,AS Conexus Baltic Grid,2025,7,3,7/3/2025,27,8/2/2025
C,6.7963,61.4,-0.08,6.6,15.8,11.0683,436.25,403.68,UGS Etzel ESE (Uniper Energy Storage),Germany,ASF,Uniper Energy Storage,2025,7,3,7/3/2025,27,8/2/2025
C,11.313,75.62,0.27,69.74,29.4,14.9611,124.68,195.41,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",France,ASF,Storengy,2025,7,3,7/3/2025,27,8/2/2025
C,2.21,56.09,0.42,16.54,0,3.94,86.04,244.32,UGS Peckensen,Germany,ASF,Storengy Deutschland,2025,7,3,7/3/2025,27,8/2/2025
C,8.6159,60.4,0.49,69.33,0,14.2636,107.52,158.4,UGS Wierzchowice,Poland,DSR,GSP,2025,7,3,7/3/2025,27,8/2/2025
C,1.0899,73.1,0.11,1.73,0,1.491,55.3,46.78,UGS Etzel ESE (MET),Germany,ASF,MET Speicher,2025,7,3,7/3/2025,27,8/2/2025
C,6.4775,68.41,0.51,48.41,0,9.468,274.8,357.24,UGS Bierwang,Germany,DSR,Uniper Energy Storage,2025,7,3,7/3/2025,27,8/2/2025
C,1.1996,74.51,0.25,4.09,0,1.61,25.3,50.59,UGS Reckrod,Germany,ASF,MET Speicher,2025,7,3,7/3/2025,27,8/2/2025
C,1.1115,69.19,0,0,0,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,3,7/3/2025,27,8/2/2025
C,0.5388,100.72,0,0,0,0.535,10.7,12.84,UGS Balaceanca ,Romania,DSR,Depogaz Ploie?ti,2025,7,3,7/3/2025,27,8/2/2025
C,0.2903,49.89,1.03,6.01,0,0.5819,11.38,27.12,UGS Kiel-Rönne,Germany,ASF,SWKiel Speicher,2025,7,3,7/3/2025,27,8/2/2025
C,8.9312,74.62,0.07,13.59,4.6,11.9689,95.75,664.94,"VGS SALINE (Tersanne, Etrez, Manosque)",France,ASR,Storengy,2025,7,3,7/3/2025,27,8/2/2025
C,2.8522,57.85,0.18,8.93,0,4.93,71.76,118.32,UGS Etzel ESE (OMV),Germany,ASF,OMV Gas Storage Germany,2025,7,3,7/3/2025,27,8/2/2025
E,0.2544,6.22,0,0,0,4.088,37.63,91.39,UGS Wolfersberg,Germany,DSR,bayernugs,2025,7,3,7/3/2025,27,8/2/2025
C,1.5309,65.15,0.34,10.63,2.7,2.35,32.74,49.03,VGS Zone MND ESG (UGS Stockstadt + UGS Haehnlein),Germany,ASR,MND Energy Storage Germany,2025,7,3,7/3/2025,27,8/2/2025
C,5.6175,58.71,0.87,83.21,0,9.568,164.8,253.33,UGS Jemgum H (SEFE Storage),Germany,ASF,SEFE Storage (Germany),2025,7,3,7/3/2025,27,8/2/2025
C,0.4014,14.26,0,0,0,2.815,89,15,UGS Humbly Grove (Post-Brexit),United Kingdom,DSR,Humbly Grove Energy (Post-Brexit),2025,7,3,7/3/2025,27,8/2/2025
C,25.1471,69.5,0.14,51.24,0,36.184,336.12,374.52,"RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach)",Austria,DSR,RAG Energy Storage,2025,7,3,7/3/2025,27,8/2/2025
C,13.8412,90.43,0.03,4.8,0,15.3065,331.2,469.2,UGS Epe Uniper H-Gas,Germany,ASF,Uniper Energy Storage,2025,7,3,7/3/2025,27,8/2/2025
