status,gasInStorage,full,trend,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,Name,Country,Type,operator,Year,Month,Day,Date,Week,LastUpdateTime
C,2.7788,88.6,0.5,24.58,8.7,3.1362,39.98,141.12,UGS EWE-Zone L,Germany,ASF,EWE Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,10.0194,71.5,0.47,66.49,0.7,14.0136,156.36,270.26,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",France,ASF,Storengy,2025,7,9,7/9/2025,28,8/2/2025
E,11.4461,46.03,0.13,31.71,0,24.8653,129,74,UGS Incukalns,Latvia,ASR,AS Conexus Baltic Grid,2025,7,9,7/9/2025,28,8/2/2025
C,5.7838,52.55,0.65,71.11,0,11.0062,79,95.53,"VGS STOGIT Adriatica (Collalto, Cellino, San Potito & Cotignola) (7)",Italy,GRP,Stogit Adriatica (SNAM),2025,7,9,7/9/2025,28,8/2/2025
C,3.5628,56.29,0.12,7.37,0,6.3291,137.88,275.76,UGS Katharina,Germany,ASF,Erdgasspeicher Peissen,2025,7,9,7/9/2025,28,8/2/2025
C,4.7981,45.33,0.05,4.8,0,10.5859,158.41,276.45,UGS Etzel Erdgas Lager EGL,Germany,ASF,Uniper Energy Storage,2025,7,9,7/9/2025,28,8/2/2025
C,0.2642,5.28,0.84,42.1,0,5,40,360,UGS Alkmaar,Netherlands,DSR,TAQA Piek Gas,2025,7,9,7/9/2025,28,8/2/2025
C,2.5127,41.99,0,0,0,5.9844,51.15,166.23,VGS SEDIANE B (Gournay-sur-Aronde),France,ASF,Storengy,2025,7,9,7/9/2025,28,8/2/2025
C,2.5202,68.03,0.52,19.63,0,3.7044,60,98,UGS Uhrice,Czechia,DSR,MND Energy Storage,2025,7,9,7/9/2025,28,8/2/2025
C,3.2559,46.48,0.17,11.73,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,9,7/9/2025,28,8/2/2025
C,25.6819,70.98,0.26,93.23,0,36.184,336.12,374.52,"RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach)",Austria,DSR,RAG Energy Storage,2025,7,9,7/9/2025,28,8/2/2025
C,2.8636,60,0.51,28.1,3.2,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,9,7/9/2025,28,8/2/2025
C,3.6276,73.94,0.49,24.37,0,4.9061,57.51,84.76,UGS Damborice,Czechia,DSR,MND Gas Storage,2025,7,9,7/9/2025,28,8/2/2025
C,1.1248,75.44,0.41,6.02,0,1.491,55.3,46.78,UGS Etzel ESE (MET),Germany,ASF,MET Speicher,2025,7,9,7/9/2025,28,8/2/2025
C,22.1376,65.28,0.01,43.49,41.4,33.9118,300.13,580.01,VGS Lussagnet (TERÉGA),France,ASR,Teréga,2025,7,9,7/9/2025,28,8/2/2025
C,1.4923,76.31,0,0,0,1.9557,54,94.5,UGS Etzel EDF (VGS),Germany,ASF,EDF Gas Deutschland,2025,7,9,7/9/2025,28,8/2/2025
C,0.8135,22.81,0.78,28.08,0,3.5672,53.83,124.2,EWE H-Gas Zone,Germany,ASF,EWE Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,0.5933,33.24,0.67,11.89,0,1.785,11.04,34.32,UGS Schmidhausen,Germany,DSR,Storengy Deutschland,2025,7,9,7/9/2025,28,8/2/2025
C,1.1677,2.61,0.51,305.86,0,44.6763,352.62,542.5,UGS Rehden,Germany,DSR,SEFE Storage (Germany),2025,7,9,7/9/2025,28,8/2/2025
C,7.9976,57.06,0.58,81.83,0,14.017,107,149.8,UGS Bilciuresti,Romania,DSR,Depogaz Ploie?ti,2025,7,9,7/9/2025,28,8/2/2025
C,2.4074,90,0,0,0,2.675,21.4,21.4,UGS Ghercesti,Romania,DSR,Depogaz Ploie?ti,2025,7,9,7/9/2025,28,8/2/2025
C,7.074,84.11,0.28,23.8,0,8.41,88.14,169.66,UGS Loenhout,Belgium,ASR,Fluxys,2025,7,9,7/9/2025,28,8/2/2025
C,4.9427,79.95,0.31,19.22,0,6.1822,104.93,328.61,INNEXPOOL-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,9,7/9/2025,28,8/2/2025
C,6.0763,63.51,0.79,75.54,0,9.568,164.8,253.33,UGS Jemgum H (SEFE Storage),Germany,ASF,SEFE Storage (Germany),2025,7,9,7/9/2025,28,8/2/2025
C,9.1609,76.54,0.38,46.42,1.4,11.9689,95.75,664.94,"VGS SALINE (Tersanne, Etrez, Manosque)",France,ASR,Storengy,2025,7,9,7/9/2025,28,8/2/2025
C,1.2632,88.01,0,0,0,1.4352,46.8,93.6,UGS Enschede - Epe (Eneco),Germany,ASF,Eneco Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,1.6275,69.25,0.66,15.55,0,2.35,32.74,49.03,VGS Zone MND ESG (UGS Stockstadt + UGS Haehnlein),Germany,ASR,MND Energy Storage Germany,2025,7,9,7/9/2025,28,8/2/2025
C,16.5865,81.31,0.13,27.27,0,20.3979,134.61,263.9,UGS Szöreg-1,Hungary,DSR,HEXUM,2025,7,9,7/9/2025,28,8/2/2025
C,0.3066,33.68,1.04,9.46,0,0.9102,10.8,13.32,"TEP Storage Hub (Allmenhausen, Kirchheiligen)",Germany,DSR,TEP,2025,7,9,7/9/2025,28,8/2/2025
C,19.2033,62.55,0.44,140.25,6.7,30.7,333.5,443,"VGS GSCZ (Háje, Tranovice, Štramberk, Tvrdonice, Dolni Dunajovice, Lobodice)",Czechia,DSR,Gas Storage CZ,2025,7,9,7/9/2025,28,8/2/2025
C,2.5371,93.54,0.52,13.83,0,2.7123,84.97,141.61,UGS Enschede - Epe (Nuon),Germany,DSR,NUON Epe Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,0.87,69.89,0.09,1.08,0,1.2448,29.23,46.98,UGS Etzel ESE (VGS),Germany,ASF,VNG Gasspeicher GmbH (6),2025,7,9,7/9/2025,28,8/2/2025
C,0.771,45.36,0.59,10.18,0,1.7,31.68,58.08,UGS Lesum,Germany,ASF,Storengy Deutschland,2025,7,9,7/9/2025,28,8/2/2025
C,0.532,28.56,0.85,15.94,0,1.8625,24.84,41.4,UGS Nüttermoor H-5,Germany,ASF,EWE Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,8.9905,63.03,0.52,74.07,0,14.2636,107.52,158.4,UGS Wierzchowice,Poland,DSR,GSP,2025,7,9,7/9/2025,28,8/2/2025
C,14.8605,67.41,0.62,136.21,0,22.046,346.79,507.25,"VGS Storage Hub (Bernburg, Bad Lauchstädt)",Germany,GRP,VNG Gasspeicher GmbH (6),2025,7,9,7/9/2025,28,8/2/2025
C,1.9687,87.54,0.63,14.11,0,2.249,19.7,73.92,UGS Ronnenberg-Empelde,Germany,ASF,enercity,2025,7,9,7/9/2025,28,8/2/2025
C,8.2197,66,0.64,80.05,0,12.4532,117.79,129.35,"VGS GIM Sanok (Brzeznica, Husow, Strachocina, Swarzow)",Poland,DSR,GSP,2025,7,9,7/9/2025,28,8/2/2025
C,1.5027,44.3,0.47,16.03,0,3.3917,55.2,69,UGS Jemgum H (EWE),Germany,ASF,EWE Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,31.3399,69.83,0.47,234.48,25.6,44.8833,374.03,680.41,"VGS SERENE ATLANTIQUE ((Chéméry, Céré-la-Ronde, Soings-en-Sologne)",France,ASF,Storengy,2025,7,9,7/9/2025,28,8/2/2025
C,0.0186,1.92,0.24,2.32,0,0.9677,6.45,16.13,UGS Frankenthal,Germany,ASR,Enovos Storage,2025,7,9,7/9/2025,28,8/2/2025
C,12.0973,67.87,0.35,61.99,0,17.825,148.54,222.81,UGS 7 Fields (Uniper Energy Storage) - AT,Austria,DSR,Uniper Energy Storage (AT),2025,7,9,7/9/2025,28,8/2/2025
C,3.4314,35.05,0.16,20.1,4.4,9.79,90.72,180,"VGS GSD Gas Storage (Lille Torup, Stenlille)",Denmark,ASF,GSD,2025,7,9,7/9/2025,28,8/2/2025
C,13.9136,90.9,0.07,10.14,0,15.3065,331.2,469.2,UGS Epe Uniper H-Gas,Germany,ASF,Uniper Energy Storage,2025,7,9,7/9/2025,28,8/2/2025
C,0.4958,17.61,0,0,0,2.815,89,25,UGS Humbly Grove (Post-Brexit),United Kingdom,DSR,Humbly Grove Energy (Post-Brexit),2025,7,9,7/9/2025,28,8/2/2025
C,0,0,-100,0,0,4.088,37.63,91.39,UGS Wolfersberg,Germany,DSR,bayernugs,2025,7,9,7/9/2025,28,8/2/2025
C,17.4032,65.01,0.28,74.1,0,26.771,213.34,308.31,VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf),Austria,DSR,OMV Gas Storage,2025,7,9,7/9/2025,28,8/2/2025
C,1.1651,72.53,0.58,9.35,0,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,9,7/9/2025,28,8/2/2025
C,2.9742,60.33,0.96,47.34,0,4.93,71.76,118.32,UGS Etzel ESE (OMV),Germany,ASF,OMV Gas Storage Germany,2025,7,9,7/9/2025,28,8/2/2025
C,0.8765,70.68,1.69,20.91,0,1.24,27.6,82.56,UGS Harsefeld,Germany,ASF,Storengy Deutschland,2025,7,9,7/9/2025,28,8/2/2025
C,14.082,59.04,0.45,107.7,0,23.85,154.06,620.2,UGS Grijpskerk L-gas,Netherlands,DSR,NAM,2025,7,9,7/9/2025,28,8/2/2025
C,0.0471,45.5,5.12,5.04,0,0.1035,6.61,8.75,UGS Skallen,Sweden,SRC,Swedegas,2025,7,9,7/9/2025,28,8/2/2025
C,1.7691,70.24,0,0,0,2.5184,41.04,82.08,UGS Nüttermoor H-3,Germany,ASF,EWE Gasspeicher,2025,7,9,7/9/2025,28,8/2/2025
C,0.0426,1.51,0.13,3.72,0,2.8303,57.96,84.19,UGS Nüttermoor H-4,Netherlands,ASF,EWE Gasspeicher (NL) (5) (8),2025,7,9,7/9/2025,28,8/2/2025
C,0.9203,44.29,0,0,0,2.0779,54,94.5,UGS Etzel EnBW (VGS),Germany,ASF,EnBW Etzel Speicher,2025,7,9,7/9/2025,28,8/2/2025
C,4.4274,45.98,0,0,0,9.63,69.55,80.25,UGS Sarma?el ,Romania,DSR,Depogaz Ploie?ti,2025,7,9,7/9/2025,28,8/2/2025
C,6.7022,67.88,0.58,57.2,0,9.874,90.96,108.96,UGS Uelsen,Germany,DSR,Storengy Deutschland,2025,7,9,7/9/2025,28,8/2/2025
C,11.4959,76.84,0.33,65.41,15.7,14.9611,124.68,195.41,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",France,ASF,Storengy,2025,7,9,7/9/2025,28,8/2/2025
C,1.1531,43.54,0,0,0,2.6486,288.93,240.78,UGS Holford (Post-Brexit),United Kingdom,ASF,Uniper Energy Storage Ltd (Post-Brexit),2025,7,9,7/9/2025,28,8/2/2025
C,3.652,74.44,0.5,24.99,0,4.9061,57.51,84.76,UGS Damborice,Czechia,DSR,MND Gas Storage,2025,7,10,7/10/2025,28,8/2/2025
C,0.8724,70.08,0.19,2.41,0,1.2448,29.23,46.98,UGS Etzel ESE (VGS),Germany,ASF,VNG Gasspeicher GmbH (6),2025,7,10,7/10/2025,28,8/2/2025
C,12.1332,68.07,0.2,35.87,0,17.825,148.54,222.81,UGS 7 Fields (Uniper Energy Storage) - AT,Austria,DSR,Uniper Energy Storage (AT),2025,7,10,7/10/2025,28,8/2/2025
C,2.7707,88.34,-0.26,15.74,23.9,3.1362,39.98,141.12,UGS EWE-Zone L,Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,1.8089,89.53,0,0,0,2.0203,41.04,109.44,UGS Epe (MET Epe Speicher),Germany,ASF,MET Epe Speicher,2025,7,10,7/10/2025,28,8/2/2025
C,8.2979,66.63,0.63,78.16,0,12.4532,117.79,129.35,"VGS GIM Sanok (Brzeznica, Husow, Strachocina, Swarzow)",Poland,DSR,GSP,2025,7,10,7/10/2025,28,8/2/2025
C,0.5388,100.72,0,0,0,0.535,10.7,12.84,UGS Balaceanca ,Romania,DSR,Depogaz Ploie?ti,2025,7,10,7/10/2025,28,8/2/2025
C,10.0823,71.95,0.45,62.92,0,14.0136,156.36,270.26,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",France,ASF,Storengy,2025,7,10,7/10/2025,28,8/2/2025
C,8.0799,57.64,0.59,82.31,0,14.017,107,149.8,UGS Bilciuresti,Romania,DSR,Depogaz Ploie?ti,2025,7,10,7/10/2025,28,8/2/2025
C,41.8555,13.03,0.17,592.63,1.2,321.3369,2378.4,1149.88,VGS Ukraine (all storage facilities),Ukraine,DSR,Ukrtransgaz,2025,7,10,7/10/2025,28,8/2/2025
C,0.8974,72.37,1.69,20.91,0,1.24,27.6,82.56,UGS Harsefeld,Germany,ASF,Storengy Deutschland,2025,7,10,7/10/2025,28,8/2/2025
C,0.0781,31.25,0,0,0,0.25,12,12,"VSP NORD (Rehden, Jemgum)",Germany,DSR,SEFE Storage (Germany),2025,7,10,7/10/2025,28,8/2/2025
C,2.0329,64.44,0.37,11.84,0,3.1546,15.5,0,UGS Târgu Mures,Romania,DSR,Depomures,2025,7,10,7/10/2025,28,8/2/2025
C,3.4464,35.2,0.15,15.53,0.5,9.79,90.72,180,"VGS GSD Gas Storage (Lille Torup, Stenlille)",Denmark,ASF,GSD,2025,7,10,7/10/2025,28,8/2/2025
C,1.4923,76.31,0,0,0,1.9557,54,94.5,UGS Etzel EDF (VGS),Germany,ASF,EDF Gas Deutschland,2025,7,10,7/10/2025,28,8/2/2025
C,0.8326,23.34,0.54,19.09,0,3.5672,53.83,124.2,EWE H-Gas Zone,Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,0.0521,50.39,4.83,0.46,0,0.1035,6.61,8.75,UGS Skallen,Sweden,SRC,Swedegas,2025,7,10,7/10/2025,28,8/2/2025
C,14.9591,67.85,0.45,98.6,0,22.046,346.79,507.25,"VGS Storage Hub (Bernburg, Bad Lauchstädt)",Germany,GRP,VNG Gasspeicher GmbH (6),2025,7,10,7/10/2025,28,8/2/2025
C,4.9806,80.56,0.61,37.83,0,6.1822,104.93,328.61,INNEXPOOL-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,10,7/10/2025,28,8/2/2025
C,0.3062,6.12,0.84,41.99,0,5,40,360,UGS Alkmaar,Netherlands,DSR,TAQA Piek Gas,2025,7,10,7/10/2025,28,8/2/2025
C,22.1329,65.27,-0.01,46.36,51,33.9118,300.13,580.01,VGS Lussagnet (TERÉGA),France,ASR,Teréga,2025,7,10,7/10/2025,28,8/2/2025
C,21.1245,44.39,0.3,144.18,0,47.5929,348.93,535,"VGS MFGT (Pusztaederics, Zsana-Nord, Kardoskút-Pusztaszolos, Hajdúszoboszló)",Hungary,DSR,HGS (9),2025,7,10,7/10/2025,28,8/2/2025
C,2.4948,64.77,0.32,12.46,0,3.852,32.1,48.15,UGS Urziceni,Romania,DSR,Depogaz Ploie?ti,2025,7,10,7/10/2025,28,8/2/2025
C,1.1531,43.54,0,0,0,2.6486,288.93,240.78,UGS Holford (Post-Brexit),United Kingdom,ASF,Uniper Energy Storage Ltd (Post-Brexit),2025,7,10,7/10/2025,28,8/2/2025
C,26.8481,74.93,0.1,36.19,0,35.8318,143.34,208.96,"VGS Enagás Basic Underground Storage (Serrablo, Yela, Gaviota, Marismas)",Spain,DSR,Enagás GTS,2025,7,10,7/10/2025,28,8/2/2025
C,1.3306,74.44,0.31,5.46,0,1.7875,24.84,49.68,UGS Nüttermoor H-2,Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,1.7691,70.24,0,0,0,2.5184,41.04,82.08,UGS Nüttermoor H-3,Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,6.9405,62.71,0,0,0,11.0683,436.25,403.68,UGS Etzel ESE (Uniper Energy Storage),Germany,ASF,Uniper Energy Storage,2025,7,10,7/10/2025,28,8/2/2025
C,6.1514,64.29,0.78,75.06,0,9.568,164.8,253.33,UGS Jemgum H (SEFE Storage),Germany,ASF,SEFE Storage (Germany),2025,7,10,7/10/2025,28,8/2/2025
E,0,0,0,0,0,4.088,37.63,91.39,UGS Wolfersberg,Germany,DSR,bayernugs,2025,7,10,7/10/2025,28,8/2/2025
C,1.5222,65.66,0.62,14.43,0,2.3184,48.38,80.64,UGS Kraak,Germany,ASF,HanseWerk,2025,7,10,7/10/2025,28,8/2/2025
C,11.5509,77.21,0.37,66.18,11.2,14.9611,124.68,195.41,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",France,ASF,Storengy,2025,7,10,7/10/2025,28,8/2/2025
C,5.8572,53.22,0.67,73.42,0,11.0062,79,95.53,"VGS STOGIT Adriatica (Collalto, Cellino, San Potito & Cotignola) (7)",Italy,GRP,Stogit Adriatica (SNAM),2025,7,10,7/10/2025,28,8/2/2025
C,0.6052,33.9,0.67,11.9,0,1.785,11.04,34.32,UGS Schmidhausen,Germany,DSR,Storengy Deutschland,2025,7,10,7/10/2025,28,8/2/2025
E,1.0669,24.25,0,0,0,4.4,300,280,UGS Stublach (Post-Brexit),United Kingdom,ASF,Storengy UK (Post-Brexit),2025,7,10,7/10/2025,28,8/2/2025
C,2.551,94.05,0.51,13.69,0,2.7123,84.97,141.61,UGS Enschede - Epe (Nuon),Germany,DSR,NUON Epe Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,5.2044,80.4,0.66,42.98,0,6.4729,85.48,179.23,UGS STASSFURT-RWEGSWEST,Germany,ASF,RWE Gas Storage West,2025,7,10,7/10/2025,28,8/2/2025
C,16.6087,81.42,0.11,22.2,0,20.3979,134.61,263.9,UGS Szöreg-1,Hungary,DSR,HEXUM,2025,7,10,7/10/2025,28,8/2/2025
C,0.6887,68.94,0.18,1.8,0,0.999,10.66,32.76,UGS Rüdersdorf H,Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,1.314,76.14,0.05,0.87,0,1.7259,47.72,119.3,UGS Epe-NL-RWEGSWEST,Germany,ASF,RWE Gas Storage West,2025,7,10,7/10/2025,28,8/2/2025
C,7.098,84.4,0.29,23.13,0,8.41,88.14,169.66,UGS Loenhout,Belgium,ASR,Fluxys,2025,7,10,7/10/2025,28,8/2/2025
C,0.5375,28.86,0.3,5.54,0,1.8625,24.84,41.4,UGS Nüttermoor H-5,Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,2.366,60.05,0.49,19.28,0,3.94,86.04,244.32,UGS Peckensen,Germany,ASF,Storengy Deutschland,2025,7,10,7/10/2025,28,8/2/2025
C,3.2559,46.48,0,0,0,7.0044,42.13,46.88,UGS Chiren,Bulgaria,DSR,Bulgartransgaz (4),2025,7,10,7/10/2025,28,8/2/2025
C,1.5149,44.67,0.36,12.28,0,3.3917,55.2,69,UGS Jemgum H (EWE),Germany,ASF,EWE Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,4.8029,45.37,0.05,4.8,0,10.5859,158.41,276.45,UGS Etzel Erdgas Lager EGL,Germany,ASF,Uniper Energy Storage,2025,7,10,7/10/2025,28,8/2/2025
C,2.5628,77.66,0.47,18.95,0,3.3,24.44,44,UGS Cornegliano,Italy,DSR,IGS (7),2025,7,10,7/10/2025,28,8/2/2025
C,27.649,46.6,0.28,166.1,0,59.3385,448.75,732.8,UGS Norg (Langelo) L-gas,Netherlands,DSR,NAM,2025,7,10,7/10/2025,28,8/2/2025
C,141.8161,75.35,0.31,586.88,0,188.2185,1601.63,2783.07,"VGS STOGIT (Fiume Treste, Bordolano, Sabbioncello, Minerbio, Sergnano, Ripalta, Cortemaggiore, Brugherio, Settala)",Italy,DSR,Stogit (7),2025,7,10,7/10/2025,28,8/2/2025
C,1.5675,73.07,6.17,0,9.1,2.1452,48.39,96.78,UGS Epe-L-RWEGSW,Germany,ASF,RWE Gas Storage West,2025,7,10,7/10/2025,28,8/2/2025
C,0.0209,2.16,0.24,2.32,0,0.9677,6.45,16.13,UGS Frankenthal,Germany,ASR,Enovos Storage,2025,7,10,7/10/2025,28,8/2/2025
C,16.1778,57.32,0.44,147.32,22.8,28.2242,338.3,418.9,UGS Láb (incl. Gajary baden),Slovakia,DSR,Nafta,2025,7,10,7/10/2025,28,8/2/2025
C,1.1435,23.81,0,0,0,4.8025,43.35,61.2,UGS Inzenham-West,Germany,DSR,NAFTA Speicher Inzenham,2025,7,10,7/10/2025,28,8/2/2025
C,0.4958,17.61,0,0,0,2.815,89,25,UGS Humbly Grove (Post-Brexit),United Kingdom,DSR,Humbly Grove Energy (Post-Brexit),2025,7,10,7/10/2025,28,8/2/2025
C,6.7599,68.46,0.58,57.77,0,9.874,90.96,108.96,UGS Uelsen,Germany,DSR,Storengy Deutschland,2025,7,10,7/10/2025,28,8/2/2025
C,3.6084,101.08,-0.03,0,0.8,3.57,24,85.68,UGS Carriço,Portugal,ASF,REN Armazenagem,2025,7,10,7/10/2025,28,8/2/2025
C,17.4641,65.24,0.23,60.98,0,26.771,213.34,308.31,VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf),Austria,DSR,OMV Gas Storage,2025,7,10,7/10/2025,28,8/2/2025
C,1.2675,78.73,0.81,13,0,1.61,25.3,50.59,UGS Reckrod,Germany,ASF,MET Speicher,2025,7,10,7/10/2025,28,8/2/2025
C,29.497,59.41,0.39,194.39,0,49.6515,407.49,463.4,UGS Bergermeer,Netherlands,DSR,TAQA Gas Storage,2025,7,10,7/10/2025,28,8/2/2025
C,6.7896,71.71,0.41,39.02,0,9.468,274.8,357.24,UGS Bierwang,Germany,DSR,Uniper Energy Storage,2025,7,10,7/10/2025,28,8/2/2025
C,1.7257,48.39,0.16,50.83,45,3.5664,312.41,435.46,UGS EnergyStock,Netherlands,ASF,EnergyStock,2025,7,10,7/10/2025,28,8/2/2025
C,5.6386,81.2,0.03,2.28,0,6.9439,73.43,95.58,UGS Dolni Bojanovice,Czechia,DSR,SPP Storage,2025,7,10,7/10/2025,28,8/2/2025
C,12.4821,64.01,0.73,142.73,0,19.4989,165.6,177.87,UGS Haidach (SEFE Storage),Austria,DSR,SEFE Storage,2025,7,10,7/10/2025,28,8/2/2025
C,2.5393,68.55,0.52,19.54,0,3.7044,60,98,UGS Uhrice,Czechia,DSR,MND Energy Storage,2025,7,10,7/10/2025,28,8/2/2025
C,1.8666,86.54,0,0,0,2.1568,210.67,361.15,UGS Etzel EGL (Equinor Storage Deutschland),Germany,ASF,Equinor Storage Deutschland,2025,7,10,7/10/2025,28,8/2/2025
C,3.6279,57.32,1.03,65.1,0,6.3291,137.88,275.76,UGS Katharina,Germany,ASF,Erdgasspeicher Peissen,2025,7,10,7/10/2025,28,8/2/2025
C,0.9203,44.29,0,0,0,2.0779,54,94.5,UGS Etzel EnBW (VGS),Germany,ASF,EnBW Etzel Speicher,2025,7,10,7/10/2025,28,8/2/2025
C,1.1579,72.08,-0.45,0,7.2,1.6065,48,120,UGS Epe Uniper L-Gas,Germany,ASF,Uniper Energy Storage,2025,7,10,7/10/2025,28,8/2/2025
C,3.0101,61.06,0.73,35.86,0,4.93,71.76,118.32,UGS Etzel ESE (OMV),Germany,ASF,OMV Gas Storage Germany,2025,7,10,7/10/2025,28,8/2/2025
C,1.2632,88.01,0,0,0,1.4352,46.8,93.6,UGS Enschede - Epe (Eneco),Germany,ASF,Eneco Gasspeicher,2025,7,10,7/10/2025,28,8/2/2025
C,9.0643,63.55,0.52,73.81,0,14.2636,107.52,158.4,UGS Wierzchowice,Poland,DSR,GSP,2025,7,10,7/10/2025,28,8/2/2025
C,0.7787,45.8,0.45,7.63,0,1.7,31.68,58.08,UGS Lesum,Germany,ASF,Storengy Deutschland,2025,7,10,7/10/2025,28,8/2/2025
C,31.5777,70.36,0.53,252.61,14.8,44.8833,374.03,680.41,"VGS SERENE ATLANTIQUE ((Chéméry, Céré-la-Ronde, Soings-en-Sologne)",France,ASF,Storengy,2025,7,10,7/10/2025,28,8/2/2025
C,0.3162,34.73,1.05,9.56,0,0.9102,10.8,13.32,"TEP Storage Hub (Allmenhausen, Kirchheiligen)",Germany,DSR,TEP,2025,7,10,7/10/2025,28,8/2/2025
C,0.0464,1.64,0.13,3.72,0,2.8303,57.96,84.19,UGS Nüttermoor H-4,Netherlands,ASF,EWE Gasspeicher (NL) (5) (8),2025,7,10,7/10/2025,28,8/2/2025
C,13.9184,90.93,0.03,4.8,0,15.3065,331.2,469.2,UGS Epe Uniper H-Gas,Germany,ASF,Uniper Energy Storage,2025,7,10,7/10/2025,28,8/2/2025
C,1.9831,88.18,0.64,14.38,0,2.249,19.7,73.92,UGS Ronnenberg-Empelde,Germany,ASF,enercity,2025,7,10,7/10/2025,28,8/2/2025
C,4.4274,45.98,0,0,0,9.63,69.55,80.25,UGS Sarma?el ,Romania,DSR,Depogaz Ploie?ti,2025,7,10,7/10/2025,28,8/2/2025
C,9.2047,76.91,0.37,44.39,0.6,11.9689,95.75,664.94,"VGS SALINE (Tersanne, Etrez, Manosque)",France,ASR,Storengy,2025,7,10,7/10/2025,28,8/2/2025
C,19.3275,62.96,0.4,127.96,3.7,30.7,333.5,443,"VGS GSCZ (Háje, Tranovice, Štramberk, Tvrdonice, Dolni Dunajovice, Lobodice)",Czechia,DSR,Gas Storage CZ,2025,7,10,7/10/2025,28,8/2/2025
C,1.6428,69.91,0.65,15.34,0,2.35,32.74,49.03,VGS Zone MND ESG (UGS Stockstadt + UGS Haehnlein),Germany,ASR,MND Energy Storage Germany,2025,7,10,7/10/2025,28,8/2/2025
C,1.4218,3.18,0.57,332.51,0,44.6763,352.62,542.5,UGS Rehden,Germany,DSR,SEFE Storage (Germany),2025,7,10,7/10/2025,28,8/2/2025
C,14.1897,59.5,0.45,107.7,0,23.85,154.06,620.2,UGS Grijpskerk L-gas,Netherlands,DSR,NAM,2025,7,10,7/10/2025,28,8/2/2025
C,2.5327,42.32,0.33,20,0,5.9844,51.15,166.23,VGS SEDIANE B (Gournay-sur-Aronde),France,ASF,Storengy,2025,7,10,7/10/2025,28,8/2/2025
C,2.0304,96.5,0.22,5.13,0.5,2.1041,83.23,166.46,UGS Epe Trianel,Germany,ASF,Trianel Gasspeicher Epe,2025,7,10,7/10/2025,28,8/2/2025
C,7.0233,73.21,-0.18,0,17.5,9.593,133.7,307.56,"VGS GIM Kawerna (Kosakowo, Mogilno)",Poland,ASF,GSP,2025,7,10,7/10/2025,28,8/2/2025
C,1.1321,75.93,0.49,7.32,0,1.491,55.3,46.78,UGS Etzel ESE (MET),Germany,ASF,MET Speicher,2025,7,10,7/10/2025,28,8/2/2025
C,2.8907,60.57,0.57,28.15,0.5,4.7725,43.87,51.57,UGS Okoli,Croatia,DSR,PSP,2025,7,10,7/10/2025,28,8/2/2025
C,9.84,94.34,0.01,0.94,0,10.43,122.04,216.96,UGS Etzel EKB,Germany,ASF,EKB,2025,7,10,7/10/2025,28,8/2/2025
C,2.4074,90,0,0,0,2.675,21.4,21.4,UGS Ghercesti,Romania,DSR,Depogaz Ploie?ti,2025,7,10,7/10/2025,28,8/2/2025
C,1.8183,26.17,0.41,32.35,3.7,6.947,72.66,72.66,UGS Lab IV - Pozagas,Slovakia,DSR,Pozagas,2025,7,10,7/10/2025,28,8/2/2025
